agent_number,hat_number
0,228
1,831
2,216
3,729
4,355
5,310
6,472
7,902
8,491
9,809
10,298
11,634
12,598
13,94
14,857
15,57
16,77
17,119
18,749
19,190
20,474
21,969
22,296
23,101
24,534
25,677
26,631
27,56
28,234
29,826
30,531
31,137
32,250
33,760
34,607
35,322
36,256
37,129
38,53
39,945
40,304
41,530
42,657
43,342
44,687
45,455
46,589
47,403
48,740
49,223
50,3
51,545
52,882
53,209
54,985
55,940
56,284
57,108
58,428
59,139
60,521
61,61
62,808
63,471
64,643
65,443
66,358
67,675
68,128
69,868
70,630
71,986
72,670
73,392
74,412
75,38
76,427
77,400
78,892
79,925
80,419
81,745
82,201
83,16
84,655
85,416
86,247
87,513
88,25
89,979
90,105
91,862
92,115
93,905
94,716
95,448
96,802
97,863
98,945
99,653
100,770
101,646
102,136
103,142
104,411
105,333
106,38
107,250
108,374
109,821
110,426
111,729
112,359
113,126
114,143
115,697
116,28
117,246
118,17
119,83
120,529
121,427
122,524
123,856
124,163
125,46
126,746
127,918
128,865
129,344
130,215
131,929
132,25
133,324
134,764
135,357
136,159
137,486
138,393
139,464
140,296
141,144
142,768
143,344
144,368
145,149
146,270
147,500
148,242
149,27
150,187
151,251
152,960
153,966
154,390
155,968
156,216
157,678
158,450
159,226
160,319
161,450
162,106
163,552
164,727
165,412
166,281
167,311
168,294
169,713
170,760
171,755
172,181
173,277
174,276
175,349
176,735
177,24
178,239
179,138
180,432
181,124
182,354
183,87
184,919
185,167
186,850
187,913
188,649
189,623
190,178
191,20
192,59
193,410
194,645
195,156
196,730
197,252
198,857
199,302
200,484
201,530
202,601
203,214
204,410
205,338
206,40
207,234
208,982
209,77
210,509
211,846
212,410
213,751
214,501
215,427
216,483
217,396
218,443
219,883
220,436
221,780
222,448
223,34
224,825
225,532
226,471
227,828
228,498
229,832
230,793
231,321
232,35
233,711
234,593
235,527
236,252
237,608
238,407
239,209
240,569
241,32
242,616
243,289
244,181
245,686
246,683
247,552
248,940
249,529
250,404
251,90
252,274
253,502
254,739
255,565
256,375
257,952
258,260
259,866
260,199
261,901
262,614
263,300
264,718
265,852
266,880
267,280
268,100
269,139
270,63
271,572
272,483
273,211
274,118
275,741
276,950
277,511
278,166
279,305
280,48
281,635
282,937
283,847
284,620
285,743
286,355
287,822
288,977
289,362
290,620
291,658
292,492
293,654
294,118
295,552
296,53
297,449
298,844
299,111
300,671
301,121
302,138
303,312
304,761
305,723
306,63
307,778
308,741
309,519
310,973
311,597
312,111
313,335
314,971
315,5
316,371
317,219
318,727
319,417
320,504
321,269
322,461
323,373
324,294
325,270
326,885
327,184
328,453
329,303
330,131
331,800
332,83
333,750
334,194
335,686
336,659
337,477
338,446
339,792
340,396
341,849
342,967
343,100
344,747
345,981
346,475
347,606
348,877
349,372
350,878
351,394
352,225
353,307
354,968
355,721
356,79
357,818
358,785
359,166
360,567
361,97
362,673
363,176
364,442
365,83
366,85
367,5
368,450
369,173
370,337
371,103
372,343
373,462
374,636
375,400
376,477
377,936
378,696
379,190
380,780
381,661
382,555
383,506
384,65
385,506
386,662
387,37
388,846
389,7
390,158
391,63
392,206
393,858
394,647
395,969
396,975
397,691
398,371
399,909
400,738
401,357
402,636
403,139
404,178
405,704
406,780
407,76
408,927
409,936
410,690
411,924
412,491
413,345
414,748
415,896
416,37
417,230
418,216
419,704
420,76
421,128
422,34
423,69
424,342
425,124
426,635
427,837
428,784
429,58
430,586
431,499
432,255
433,11
434,178
435,528
436,87
437,266
438,327
439,723
440,484
441,21
442,527
443,952
444,154
445,112
446,670
447,277
448,920
449,946
450,383
451,405
452,334
453,259
454,701
455,578
456,101
457,305
458,352
459,922
460,760
461,210
462,752
463,414
464,739
465,355
466,386
467,979
468,2
469,261
470,936
471,108
472,778
473,836
474,651
475,979
476,641
477,320
478,334
479,839
480,733
481,484
482,699
483,623
484,172
485,200
486,779
487,756
488,657
489,724
490,41
491,116
492,435
493,373
494,950
495,467
496,344
497,566
498,106
499,437
500,192
501,759
502,928
503,630
504,194
505,981
506,284
507,400
508,102
509,887
510,244
511,790
512,974
513,697
514,448
515,757
516,684
517,779
518,656
519,422
520,905
521,246
522,197
523,664
524,108
525,546
526,286
527,766
528,427
529,816
530,22
531,267
532,992
533,766
534,791
535,303
536,284
537,927
538,629
539,230
540,602
541,16
542,69
543,876
544,128
545,319
546,442
547,657
548,134
549,861
550,277
551,720
552,668
553,383
554,848
555,62
556,813
557,282
558,511
559,135
560,178
561,255
562,808
563,854
564,148
565,959
566,10
567,202
568,185
569,215
570,937
571,413
572,186
573,857
574,270
575,378
576,252
577,544
578,844
579,671
580,410
581,799
582,43
583,691
584,446
585,898
586,855
587,593
588,766
589,432
590,594
591,56
592,588
593,571
594,869
595,891
596,968
597,986
598,917
599,130
600,626
601,960
602,586
603,196
604,856
605,356
606,616
607,754
608,514
609,148
610,335
611,519
612,268
613,360
614,388
615,624
616,746
617,439
618,207
619,942
620,350
621,192
622,805
623,55
624,155
625,277
626,115
627,180
628,130
629,810
630,760
631,549
632,352
633,706
634,599
635,736
636,842
637,278
638,744
639,729
640,469
641,681
642,493
643,639
644,569
645,374
646,831
647,920
648,36
649,190
650,840
651,196
652,968
653,837
654,268
655,561
656,871
657,732
658,473
659,125
660,241
661,987
662,301
663,925
664,845
665,446
666,236
667,598
668,638
669,842
670,867
671,380
672,716
673,916
674,794
675,108
676,793
677,589
678,527
679,591
680,966
681,668
682,249
683,49
684,960
685,686
686,148
687,489
688,691
689,215
690,824
691,449
692,468
693,571
694,975
695,863
696,72
697,466
698,349
699,874
700,287
701,606
702,775
703,702
704,324
705,139
706,700
707,465
708,188
709,972
710,860
711,440
712,171
713,886
714,343
715,279
716,977
717,186
718,282
719,739
720,119
721,29
722,500
723,952
724,667
725,958
726,496
727,518
728,595
729,688
730,118
731,559
732,874
733,282
734,22
735,518
736,196
737,694
738,873
739,483
740,924
741,233
742,598
743,355
744,319
745,415
746,436
747,307
748,693
749,142
750,136
751,304
752,784
