agent_number,hat_number
0,1
1,1
2,0
3,0
4,1
5,0
6,0
7,1
8,1
9,0
10,0
11,1
12,1
13,1
14,0
15,0
16,0
17,0
18,0
19,0
20,1
21,0
22,0
23,1
24,1
25,1
26,1
27,0
28,1
29,1
30,0
31,0
32,1
33,0
34,0
35,1
36,0
37,1
38,0
39,0
40,1
41,0
42,0
43,0
44,1
45,1
46,1
47,1
48,1
49,1
50,0
51,0
52,1
53,0
54,0
55,0
56,0
57,1
58,0
59,1
60,1
61,1
62,1
63,0
64,0
65,0
66,1
67,0
68,1
69,1
70,0
71,1
72,1
73,1
74,1
75,0
76,1
77,0
78,0
79,0
80,0
81,0
82,1
83,1
84,0
85,0
86,0
87,1
88,0
89,1
90,0
91,1
92,1
93,1
94,1
95,0
96,0
97,1
98,1
99,0
100,0
101,0
102,0
103,0
104,1
105,0
106,1
107,1
108,0
109,0
110,0
111,0
112,0
113,1
114,0
115,0
116,1
117,1
118,0
119,0
120,0
121,1
122,0
123,0
124,0
125,0
126,1
127,0
128,1
129,1
130,0
131,1
132,1
133,1
134,1
135,1
136,1
137,1
138,0
139,0
140,0
141,1
142,1
143,0
144,0
145,0
146,1
147,0
148,0
149,0
150,0
151,0
152,1
153,1
154,0
155,0
156,0
157,1
158,0
159,1
160,0
161,1
162,1
163,0
164,1
165,1
166,1
167,1
168,0
169,1
170,0
171,0
172,0
173,0
174,0
175,1
176,0
177,0
178,1
179,0
180,1
181,1
182,0
183,1
184,1
185,1
186,0
187,0
188,0
189,1
190,1
191,0
192,0
193,1
194,1
195,1
196,0
197,1
198,1
199,1
200,1
201,0
202,0
203,1
204,0
205,1
206,1
207,0
208,0
209,0
210,0
211,1
212,1
213,0
214,1
215,1
216,1
217,1
218,1
219,1
220,0
221,1
222,0
223,0
224,1
225,1
226,1
227,1
228,0
229,1
230,1
231,0
232,1
233,1
234,0
235,1
236,1
237,1
238,1
239,0
240,0
241,1
242,1
243,1
244,0
245,0
246,0
247,1
248,1
249,1
250,0
251,0
252,0
253,0
254,1
255,0
256,1
257,0
258,0
259,1
260,1
261,1
262,0
263,1
264,0
265,0
266,0
267,0
268,1
269,0
270,0
271,0
272,1
273,1
274,1
275,0
276,1
277,1
278,0
279,0
280,0
281,1
282,1
283,1
284,0
285,1
286,0
287,1
288,1
289,1
290,1
291,0
292,0
293,0
294,1
295,1
296,1
297,1
298,0
299,1
300,0
301,1
302,0
303,1
304,1
305,1
306,0
307,0
308,1
309,1
310,1
311,0
312,0
313,0
314,1
315,0
316,0
317,1
318,0
319,1
320,1
321,1
322,1
323,0
324,0
325,0
326,1
327,0
328,0
329,1
330,0
331,1
332,0
333,0
334,0
335,1
336,1
337,0
338,1
339,1
340,0
341,1
342,0
343,1
344,0
345,1
346,1
347,1
348,0
349,0
350,1
351,1
352,1
353,0
354,0
355,0
356,1
357,1
358,1
359,0
360,1
361,0
362,1
363,0
364,0
365,0
366,0
367,0
368,1
369,0
370,0
371,1
372,1
373,0
374,0
375,1
376,0
377,1
378,1
379,0
380,0
381,0
382,0
383,1
384,0
385,1
386,1
387,0
388,0
389,1
390,1
391,0
392,0
393,0
394,0
395,1
396,1
397,0
398,1
399,1
400,1
401,0
402,1
403,0
404,0
405,0
406,0
407,1
408,1
409,1
410,0
411,1
412,0
413,0
414,0
415,0
416,0
417,0
418,0
419,0
420,0
421,0
422,0
423,1
424,0
425,1
426,1
427,0
428,0
429,1
430,0
431,0
432,1
433,1
434,1
435,0
436,1
437,1
438,0
439,0
440,1
441,1
442,0
443,0
444,1
445,1
446,0
447,1
448,1
449,0
450,0
451,1
452,0
453,0
454,0
455,1
456,1
457,1
458,1
459,0
460,0
461,1
462,1
463,0
464,0
465,1
466,1
467,1
468,1
469,1
470,0
471,0
472,0
473,1
474,1
475,1
476,1
477,0
478,1
479,1
480,1
481,0
482,0
483,0
484,1
485,0
486,1
487,0
488,0
489,1
490,1
491,1
492,0
493,0
494,0
495,0
496,0
497,1
498,1
499,1
500,1
501,1
502,0
503,1
504,1
505,1
506,1
507,0
508,1
509,0
510,1
511,0
512,1
513,0
514,1
515,1
516,1
517,1
518,0
519,0
520,0
521,0
522,1
523,1
524,1
525,0
526,0
527,1
528,0
529,1
530,0
531,0
532,1
533,1
534,1
535,0
536,1
537,0
538,0
539,1
540,1
541,1
542,0
543,1
544,0
545,1
546,1
547,1
548,0
549,1
550,1
551,1
552,0
553,1
554,1
555,0
556,1
557,1
558,0
559,1
560,1
561,0
562,0
563,0
564,0
565,0
566,1
567,0
568,1
569,0
570,0
571,1
572,0
573,0
574,0
575,1
576,0
577,0
578,0
579,0
580,1
581,0
582,0
583,1
584,0
585,0
586,0
587,0
588,0
589,0
590,1
591,1
592,0
593,0
594,0
595,1
596,1
597,1
598,1
599,0
600,1
601,1
602,0
603,1
604,0
605,1
606,1
607,1
608,0
609,0
610,0
611,0
612,1
613,1
614,1
615,0
616,0
617,0
618,0
619,0
620,1
621,1
622,1
623,0
624,1
625,1
626,1
627,0
628,0
629,0
630,0
631,1
632,0
633,0
634,1
635,0
636,1
637,0
638,0
639,1
640,0
641,1
642,0
643,1
644,1
645,0
646,1
647,0
648,0
649,0
650,0
651,0
652,0
653,0
654,1
655,1
656,0
657,0
658,1
659,1
660,0
661,0
662,1
663,0
664,1
665,0
666,0
667,1
668,1
669,1
670,1
671,1
672,0
673,0
674,1
675,1
676,1
677,0
678,0
679,0
680,0
681,0
682,1
683,0
684,1
685,0
686,0
687,0
688,1
689,0
690,1
691,1
692,0
693,1
694,1
695,0
696,1
697,0
698,1
699,1
700,1
701,0
702,1
703,0
704,1
705,0
706,1
707,0
708,1
709,1
710,1
711,0
712,0
713,1
714,1
715,0
716,1
717,0
718,0
719,1
720,0
721,0
722,1
723,0
724,0
725,1
726,1
727,0
728,0
729,1
730,0
731,1
732,0
733,1
734,1
735,0
736,1
737,1
738,0
739,1
740,0
741,1
742,0
743,0
744,1
745,0
746,1
747,1
748,1
749,0
750,1
751,0
752,1
753,1
754,0
755,0
756,1
757,1
758,1
759,1
760,1
761,0
762,0
763,1
764,0
765,1
766,0
767,1
768,1
769,0
770,0
771,1
772,0
773,0
774,1
775,1
776,0
777,1
778,0
779,0
780,0
781,1
782,0
783,1
784,0
785,1
786,1
787,0
788,0
789,0
790,1
791,1
792,1
793,0
794,0
795,0
796,1
797,1
798,1
799,0
800,1
801,1
802,1
803,0
804,1
805,1
806,0
807,1
808,1
809,1
810,1
