agent_number,hat_number
0,18
1,12
2,12
3,13
4,12
5,8
6,12
7,25
8,5
9,0
10,10
11,17
12,5
13,19
14,1
15,14
16,24
17,25
18,1
19,4
20,18
21,0
22,24
23,16
24,8
25,10
26,3
27,22
28,14
29,6
30,17
31,12
32,22
33,4
34,9
35,4
36,8
37,4
38,17
39,16
40,6
41,4
42,1
43,18
44,23
45,0
46,8
47,13
48,10
49,11
50,13
51,19
52,7
53,9
54,0
55,16
56,13
57,6
58,21
59,2
60,14
61,10
62,12
63,6
64,21
65,10
66,1
67,4
68,4
69,0
70,0
71,9
72,8
73,11
74,1
75,25
76,2
77,10
78,8
79,3
80,19
81,5
82,20
83,13
84,11
85,5
86,14
87,14
88,7
89,10
90,12
91,9
92,13
93,20
94,25
95,21
96,18
97,4
98,21
99,15
