agent_number,hat_number
0,2249
1,18878
2,2015
3,12286
4,4569
5,7740
6,6336
7,21537
8,9130
9,19104
10,19877
11,1012
12,14254
13,1471
14,23588
15,15569
16,233
17,2081
18,14933
19,20576
20,18016
21,12540
22,17762
23,21744
24,24347
25,4775
26,4665
27,15679
28,19750
29,22913
30,10075
31,6253
32,24520
33,5185
34,18143
35,9749
36,2128
37,17832
38,4975
39,6041
40,10149
41,2130
42,6385
43,6882
44,19105
45,22948
46,16790
47,22351
48,3239
49,15366
50,12184
51,16775
52,5392
53,5611
54,6633
55,9936
56,18843
57,21794
58,21573
59,5960
60,23834
61,5917
62,6041
63,9460
64,18943
65,6431
66,12231
67,11673
68,16947
69,24320
70,18924
71,11193
72,11861
73,6307
74,24516
75,21664
76,16891
77,2098
78,4239
79,24489
80,17569
81,17016
82,17930
83,2825
84,16121
85,3040
86,22147
87,10419
88,2513
89,16055
90,6530
91,19975
92,6909
93,21665
94,22919
95,5870
96,16476
97,10622
98,14627
99,2768
100,17463
101,17162
102,21056
103,2887
104,10919
105,7047
106,22815
107,8412
108,24520
109,6032
110,14344
111,16702
112,13487
113,7505
114,20426
115,13015
116,20141
117,11945
118,3420
119,21941
120,23618
121,23566
122,22091
123,12246
124,13582
125,14613
126,21558
127,18787
128,19449
129,22641
130,10261
131,7028
132,11543
133,21890
134,5972
135,23579
136,11170
137,7552
138,18936
139,13402
140,24925
141,9491
142,19316
143,11964
144,15582
145,2748
146,512
147,3652
148,4084
149,18742
150,6955
151,11903
152,17051
153,20658
154,10946
155,16100
156,17578
157,18844
158,12665
159,4568
160,21634
161,20037
162,16869
163,2083
164,5486
165,24626
166,18131
167,9781
168,24550
169,17450
170,7580
171,6051
172,24964
173,14686
174,5283
175,11792
176,8086
177,20652
178,1184
179,11428
180,24511
181,2127
182,8240
183,9993
184,24722
185,24635
186,5779
187,24216
188,8095
189,24669
190,11090
191,12738
192,13314
193,12697
194,23458
195,23990
196,8407
197,19013
198,7696
199,23840
200,11756
201,17349
202,7194
203,3430
204,8949
205,20070
206,21052
207,19084
208,17582
209,2700
210,1292
211,23163
212,11000
213,5550
214,16895
215,4340
216,16701
217,22988
218,19541
219,15078
220,12866
221,2438
222,10689
223,11054
224,13648
225,8044
226,23914
227,24353
228,2964
229,13374
230,10399
231,19061
232,24639
233,1892
234,16953
235,12159
236,16857
237,3625
238,5479
239,9397
240,17398
241,17668
242,20005
243,24722
244,18161
245,14945
246,6010
247,24580
248,11872
249,7563
250,20944
251,7443
252,19978
253,576
254,21421
255,1296
256,24201
257,1515
258,24105
259,19246
260,13521
261,7596
262,3337
263,14686
264,6995
265,14646
266,9681
267,24042
268,15535
269,5000
270,18786
271,11136
272,18329
273,4362
274,19904
275,19051
276,19542
277,16453
278,15262
279,8283
280,5930
281,12091
282,6948
283,12191
284,1123
285,2849
286,23222
287,16014
288,5605
289,13364
290,9005
291,17212
292,4544
293,2177
294,21992
295,23020
296,7171
297,6773
298,18554
299,9420
300,21657
301,12842
302,21261
303,24005
304,14544
305,11876
306,14392
307,20676
308,23431
309,802
310,5874
311,12750
312,2653
313,6827
314,24318
315,18019
316,7804
317,1130
318,19103
319,22411
320,13472
321,24815
322,12971
323,15971
324,6388
325,12664
326,1348
327,13278
328,21071
329,23739
330,5183
331,8886
332,19598
333,22256
334,3846
335,3363
336,12449
337,19341
338,12602
339,24973
340,561
341,5037
342,5524
343,5260
344,4978
345,21829
346,9917
