agent_number,hat_number
0,1
1,0
2,1
3,1
4,1
5,1
6,1
7,0
8,0
9,0
10,1
11,1
12,0
13,1
14,0
15,1
16,0
17,0
18,1
19,1
20,0
21,0
22,1
23,1
24,0
25,1
26,1
27,0
28,0
29,0
30,1
31,0
32,0
33,1
34,1
35,0
36,1
37,1
38,0
39,1
40,0
41,0
42,1
43,1
44,1
45,0
46,0
47,1
48,0
49,0
50,1
51,1
52,0
53,0
54,0
55,0
56,1
57,1
58,1
59,0
60,1
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,1
70,1
71,1
72,0
73,0
74,1
75,0
76,1
77,0
78,0
79,1
80,0
81,0
82,1
83,1
84,0
85,1
86,0
87,1
88,1
89,0
90,0
91,0
92,1
93,0
94,1
95,1
96,1
97,0
98,0
99,1
100,1
101,0
102,0
103,0
104,0
105,1
106,1
107,0
108,1
109,0
110,0
111,1
112,1
113,1
114,0
115,1
116,0
117,1
118,1
119,1
120,0
121,1
122,0
123,1
124,0
125,0
126,0
127,0
128,1
129,0
130,1
131,1
132,0
133,1
134,1
135,0
136,1
137,1
138,0
139,1
140,0
141,1
142,0
143,0
144,0
145,1
146,0
147,1
148,1
149,0
150,1
151,0
152,0
153,1
154,1
155,0
156,0
157,0
158,1
159,0
160,1
161,0
162,0
163,1
164,1
165,1
166,1
167,0
168,0
169,1
170,0
171,1
172,1
173,1
174,1
175,1
176,0
177,0
178,0
179,1
180,0
181,1
182,1
183,1
184,1
185,1
186,0
187,1
188,0
189,0
190,0
191,0
192,1
193,1
194,0
195,0
196,0
197,0
198,0
199,1
200,1
201,0
202,0
203,1
204,1
205,0
206,1
207,0
208,0
209,0
210,0
211,1
212,1
213,1
214,0
215,0
216,1
217,1
218,1
219,0
220,1
221,0
222,0
223,0
224,0
225,0
226,0
227,1
228,0
229,1
230,0
231,1
232,1
233,0
234,0
235,1
236,1
237,1
238,0
239,0
240,0
241,0
242,0
243,0
244,0
245,0
246,1
247,1
248,1
249,0
250,0
251,1
252,0
253,0
254,0
255,0
256,0
257,0
258,1
259,1
260,1
261,1
262,0
263,0
264,1
265,0
266,1
267,1
268,1
269,0
270,1
271,1
272,0
273,0
274,1
275,0
276,1
277,0
278,1
279,0
280,0
281,1
282,0
283,1
284,0
285,1
286,0
287,0
288,1
289,1
290,1
291,1
292,0
293,1
294,0
295,0
296,0
297,0
298,0
299,0
300,0
301,1
302,1
303,1
304,1
305,1
306,1
307,1
308,0
309,0
310,1
311,0
312,0
313,0
314,0
315,0
316,0
317,0
318,0
319,1
320,1
321,1
322,1
323,1
324,0
325,1
326,0
327,1
328,1
329,0
330,0
331,1
332,1
333,0
334,0
335,0
336,0
337,1
338,0
339,1
340,0
341,1
342,0
343,1
344,0
345,1
346,1
347,0
348,1
349,0
350,1
351,1
352,0
353,1
354,0
355,0
356,0
357,1
358,0
359,0
360,0
361,1
362,1
363,0
364,0
365,1
366,0
367,0
368,1
369,0
370,0
371,0
372,0
373,1
374,0
375,0
376,0
377,1
378,0
379,0
380,1
381,1
382,1
383,0
384,1
385,0
386,0
387,1
388,1
389,1
390,0
391,0
392,1
393,0
394,1
395,1
396,1
397,0
398,1
399,0
400,0
401,0
402,0
403,1
404,1
405,0
406,1
407,0
408,1
409,1
410,0
411,0
412,1
413,0
414,1
415,0
416,0
417,1
418,1
419,0
420,1
421,1
422,0
423,1
424,1
425,0
426,0
427,0
428,1
429,1
430,1
431,0
432,1
433,1
434,1
435,1
436,1
437,1
438,1
439,1
440,0
441,1
442,0
443,1
444,0
445,1
446,0
447,1
448,1
449,1
450,0
451,0
452,1
453,0
454,0
455,0
456,0
457,0
458,0
459,1
460,0
461,0
462,0
463,1
464,1
465,0
466,1
467,0
468,0
469,1
470,0
471,0
472,1
473,0
474,0
475,0
476,1
477,1
478,0
479,1
480,1
481,0
482,1
483,0
484,0
485,0
486,1
487,1
488,0
489,0
490,0
491,0
492,1
493,1
494,1
495,0
496,1
497,0
498,0
499,1
500,1
501,0
502,0
503,1
504,1
505,1
506,0
507,0
508,1
509,1
510,0
511,0
512,1
513,1
514,1
515,0
516,1
517,0
518,0
519,0
520,0
521,0
522,0
523,1
524,0
525,0
526,0
527,0
528,0
529,1
530,1
531,1
532,1
533,1
534,1
535,1
536,1
537,0
538,0
539,0
540,1
541,0
542,1
543,1
544,1
545,0
546,1
547,1
548,0
549,0
550,0
551,1
552,0
553,1
554,1
555,1
556,0
557,1
558,0
559,1
560,1
561,0
562,1
563,0
564,1
565,1
566,0
567,0
568,0
569,0
570,0
571,0
572,1
573,0
574,1
575,1
576,1
577,0
578,1
579,0
580,1
581,1
582,0
583,1
584,0
585,0
586,0
587,1
588,0
589,1
590,1
591,1
592,1
593,0
594,0
595,1
596,0
597,1
598,0
599,0
600,1
601,0
602,1
603,1
604,1
605,1
606,1
607,0
608,1
609,0
610,0
611,0
612,1
613,0
614,0
615,1
616,1
617,1
618,0
619,1
620,1
621,1
622,0
623,1
624,0
625,1
626,0
627,0
628,0
629,0
630,0
631,0
632,0
633,1
634,1
635,1
636,1
637,1
638,0
639,1
640,0
641,0
642,1
643,1
644,0
645,0
646,1
647,1
648,0
649,1
650,1
651,0
652,0
653,1
654,0
655,0
656,1
657,1
658,1
659,1
660,1
661,1
662,0
663,1
664,0
665,1
666,0
667,0
668,1
669,1
670,0
671,0
672,1
673,0
674,1
675,1
676,0
677,1
678,1
679,0
680,0
681,1
682,0
683,1
684,0
685,1
686,0
687,0
688,1
689,1
690,0
691,0
692,0
693,0
694,0
695,1
696,1
697,0
698,0
699,1
700,1
701,1
702,1
703,0
704,1
705,0
706,0
707,1
708,1
709,1
710,0
711,0
712,0
713,0
714,1
715,1
716,0
717,1
718,0
719,0
720,0
721,1
722,0
723,0
724,0
725,0
726,0
727,0
728,1
729,1
730,0
731,1
732,1
733,1
734,0
735,0
736,0
737,0
738,0
739,1
740,1
741,0
742,0
743,1
744,1
745,0
746,1
747,0
748,0
749,1
750,1
751,0
752,1
753,1
754,1
755,1
756,0
757,1
758,0
759,0
760,0
761,0
762,1
763,1
764,0
765,1
766,1
767,0
768,0
769,0
770,0
771,1
772,0
773,1
774,1
775,1
776,0
777,1
778,1
779,1
780,1
781,1
782,1
783,1
784,1
785,0
786,1
787,0
788,0
789,1
790,0
791,0
792,1
793,1
794,0
795,0
796,1
797,1
798,1
799,0
800,1
801,1
802,0
803,1
804,0
805,0
806,0
807,0
808,0
809,0
810,0
811,1
812,0
813,0
814,0
815,1
816,0
817,1
818,0
819,0
820,0
821,0
822,0
823,0
824,1
825,0
826,0
827,0
828,1
829,0
830,1
831,1
832,1
833,1
834,1
835,1
836,1
837,0
838,1
839,1
840,1
841,0
842,1
843,0
844,0
845,1
846,1
847,0
848,1
849,1
850,0
851,0
852,0
853,1
854,1
855,1
856,0
857,0
858,1
859,1
860,1
861,1
862,1
863,1
864,0
865,0
866,0
867,0
868,1
869,0
870,0
871,0
872,0
873,1
874,1
875,0
876,1
877,0
878,0
879,1
880,0
881,0
882,0
883,0
884,1
885,1
886,0
887,1
888,1
889,1
890,1
891,1
892,0
893,1
894,1
895,0
896,0
897,1
898,1
899,0
900,0
901,0
902,0
903,1
904,1
905,1
906,0
907,1
908,0
909,1
910,0
911,1
912,1
913,0
914,0
915,1
916,1
917,1
918,0
919,0
920,0
921,1
922,0
923,0
924,1
925,0
926,0
927,1
928,0
929,0
930,0
931,0
932,0
933,1
934,1
935,0
936,0
937,1
938,1
939,0
940,0
941,0
942,0
943,0
944,0
945,0
946,1
947,0
948,0
949,1
950,1
951,0
952,0
953,1
954,1
955,1
956,1
957,1
958,1
959,1
960,0
961,1
962,1
963,0
964,0
965,1
966,0
967,0
968,1
969,0
970,0
971,1
972,0
973,0
974,1
975,1
976,1
977,1
978,1
979,0
980,1
981,1
982,1
983,0
984,1
985,0
986,0
987,1
988,0
989,1
990,0
991,0
992,0
993,0
994,0
995,0
996,0
997,1
998,0
999,0
