agent_number,hat_number
0,82
1,53
2,2
3,67
4,57
5,86
6,46
7,71
8,79
9,68
10,1
11,63
12,3
13,24
14,8
15,45
16,43
17,77
18,96
19,64
20,63
21,63
22,90
23,1
24,44
25,0
26,34
27,21
28,43
29,29
30,56
31,36
32,53
33,86
34,51
35,22
36,97
37,30
38,0
39,57
40,9
41,67
42,32
43,79
44,8
45,47
46,83
47,34
48,90
49,31
50,53
51,53
52,10
53,93
54,54
55,62
56,51
57,91
58,31
59,3
60,43
61,74
62,61
63,14
64,89
65,54
66,0
67,11
68,34
69,2
70,33
71,51
72,28
73,11
74,14
75,74
76,58
77,15
78,74
79,65
80,48
81,0
82,70
83,88
84,17
85,14
86,26
87,18
88,14
89,36
90,76
91,21
92,49
93,69
94,8
95,87
96,68
97,95
98,33
99,73
