agent_number,hat_number
0,46221
1,28930
2,62631
3,23047
4,53622
5,28815
6,61318
7,73336
8,3154
9,11342
10,37214
11,69727
12,25812
13,13904
14,41643
15,49109
16,41929
17,35871
18,6672
19,49439
20,23833
21,7831
22,38971
23,42295
24,34148
25,17737
26,14423
27,54306
28,69678
29,18394
30,20376
31,68058
32,47617
33,62103
34,37506
35,13409
36,72967
37,45405
38,65390
39,48834
40,55032
41,23933
42,2522
43,65223
44,60360
45,42488
46,30876
47,9162
48,56819
49,58542
50,707
51,33646
52,45560
53,25691
54,4259
55,27981
56,29434
57,36249
58,6929
59,68981
60,34184
61,17852
62,46002
63,57868
64,74500
65,64253
66,58348
67,21372
68,72822
69,48705
70,13850
71,9966
72,10572
73,42797
74,6586
75,59417
76,66941
77,42405
78,56396
79,62613
80,1895
81,26797
82,20656
83,13368
84,51809
85,46076
86,14046
87,32875
88,49654
89,37929
90,2926
91,3657
92,49383
93,15975
94,22757
95,21895
96,39693
97,8772
98,36076
99,19136
100,62996
101,36392
102,74878
103,53407
104,52631
105,2977
106,42829
107,39898
108,36733
109,41642
110,56662
111,42703
112,17452
113,53786
114,6878
115,10579
116,42797
117,31064
118,62783
119,64481
120,47925
121,7866
122,45251
123,40323
124,13221
125,22676
126,56121
127,24886
128,12925
129,556
130,5265
131,71706
132,33614
133,25288
134,30578
135,74210
136,63643
137,39552
138,3143
139,12092
140,21745
141,164
142,15333
143,8679
144,39
145,52590
146,70658
147,55235
148,25859
149,48491
150,68857
151,65569
152,47124
153,51328
154,67354
155,28582
156,57734
157,21708
158,37415
159,58417
160,10075
161,63870
162,56817
163,72200
164,27908
165,19205
166,46719
167,9725
168,35988
169,58907
170,71213
171,1307
172,47904
173,2483
174,18782
175,41065
176,62030
177,73941
178,1975
179,63401
180,7953
181,18238
182,26061
183,44148
184,19468
185,10334
186,20152
187,32738
188,22398
189,23249
190,60412
191,15054
192,21548
193,61413
194,29966
195,45373
196,20185
197,73507
198,12761
199,12879
200,31949
201,62738
202,17923
203,56812
204,71123
205,26598
206,332
207,27329
208,70422
209,61040
210,1223
211,61841
212,9391
213,24138
214,28110
215,50801
216,19918
217,65780
218,48053
219,66491
220,59894
221,46740
222,9792
223,19135
224,35341
225,34401
226,66678
227,48602
228,74734
229,34859
230,71928
231,4312
232,2619
233,35874
234,6654
235,58416
236,25155
237,35650
238,51219
239,65132
240,59624
241,47894
242,1544
243,56260
244,50552
245,58398
246,38074
247,56956
248,25306
249,36994
250,33007
251,4910
252,72464
253,6460
254,4912
255,8804
256,22560
257,59860
258,5332
259,55929
260,29503
261,19311
262,44774
263,39535
264,50389
265,36016
266,43937
267,214
268,61730
269,12059
270,14821
271,19738
272,58392
273,55074
274,60106
275,66380
276,854
277,19110
278,32880
279,35517
280,41521
281,11059
282,801
283,61862
284,59233
285,47238
286,35237
287,68821
288,5949
289,43221
290,29082
291,45374
292,24448
293,68318
294,35241
295,56325
296,45839
297,20027
298,74755
299,30333
300,58480
301,6275
302,42705
303,24172
304,22938
305,13997
306,20924
307,62940
308,28250
309,60163
310,40677
311,42793
312,5256
313,13762
314,68948
315,8285
316,70919
317,39374
318,37390
319,51840
320,11956
321,11793
322,23592
323,71192
324,33548
325,74280
326,37144
327,1187
328,39265
329,31628
330,65450
331,73915
332,53917
333,4514
334,32558
335,31323
336,41949
337,40290
338,38476
339,36218
340,6830
341,22247
342,49391
343,37641
344,3806
345,10468
346,7537
347,29169
348,53567
349,69399
350,73044
351,67322
352,24608
353,53972
354,18382
355,21240
356,19321
357,48431
358,39799
359,10053
360,40411
361,69737
362,70168
363,69008
364,2169
365,16013
366,67891
367,49199
368,3336
369,2641
370,1472
371,64507
372,42458
373,8995
374,9532
375,53990
376,17388
377,61468
378,59738
379,21839
380,19074
381,20094
382,31574
383,31204
384,33718
385,13547
386,56421
387,52542
388,22516
389,52642
390,6855
391,71144
392,38802
393,23521
394,67211
395,42044
396,9570
397,70604
398,67540
399,2012
400,12487
401,9117
402,74665
403,12265
404,54633
405,58060
406,21681
407,10755
408,40226
409,22172
410,10749
411,37262
412,13460
413,38527
414,45706
415,23397
416,57930
417,21874
418,29339
419,38134
420,10888
421,64555
422,23315
423,61141
424,72146
425,39374
426,51492
427,26177
428,34644
429,48032
430,50902
431,67132
432,71631
433,67106
434,70885
435,63492
436,27547
437,63696
438,27729
439,23620
440,61574
441,29649
442,39562
443,66004
444,35264
445,31043
446,8905
447,40899
448,12395
449,29228
450,10715
451,44270
452,28407
453,12985
454,55831
455,55034
456,29754
457,14152
458,54988
459,48209
460,64261
461,41238
462,29757
463,4847
464,31276
465,38690
466,26109
467,1924
468,45209
469,27191
470,50809
471,16079
472,18708
473,55344
474,62504
475,29602
476,36751
477,6383
478,57380
479,40762
480,41735
481,22469
482,49576
483,14635
484,26856
485,47337
486,52360
487,15713
488,51293
489,46645
490,45347
491,53120
492,32393
493,51189
494,7082
495,6986
496,18981
497,21507
498,46564
499,29889
500,34489
501,235
502,27340
503,50868
504,26184
505,62093
506,15857
507,65114
508,621
509,704
510,54416
511,22072
512,8999
513,7798
514,68109
515,2345
516,56545
517,73226
518,330
519,22155
520,40083
521,8570
522,61838
523,50842
524,38863
525,3403
526,49031
527,15152
528,39705
529,69638
530,22379
531,51304
532,40433
533,36344
534,27409
535,24993
536,34484
537,61957
538,3827
539,68121
540,44132
541,24410
542,44519
543,1779
544,58536
545,61920
546,32987
547,104
548,50272
549,16112
550,6318
551,36814
552,7720
553,27491
554,27239
555,62238
556,67686
557,16942
558,52501
559,50331
560,22549
561,4695
562,1689
563,69383
564,42501
565,16593
566,35499
567,44979
568,41405
569,31557
570,23410
571,62679
572,20838
573,66303
574,4614
575,39381
576,29192
577,69695
578,67689
579,29381
580,5252
581,36631
582,60606
583,70657
584,21452
585,64891
586,24479
587,17565
588,33905
589,2576
590,50137
591,38520
592,5701
593,47667
594,10417
595,49276
596,11438
597,55580
598,27505
599,21896
600,4633
601,13971
602,17665
603,65966
604,109
605,74860
606,67674
607,46041
608,15386
609,67411
610,424
611,60905
612,66474
613,40760
614,52015
615,23751
616,70658
617,5263
618,30142
619,48968
620,34467
621,31424
622,31225
623,4687
624,9634
625,50495
626,65113
627,24684
628,40630
629,359
630,33664
631,18653
632,29758
633,69996
634,39433
635,71939
636,68325
637,14462
638,26633
639,24408
640,73903
641,16458
642,37385
643,13450
644,57162
645,18717
646,1136
647,21902
648,5258
649,9004
650,17449
651,9587
652,58015
653,721
654,13271
655,48689
656,4390
657,50747
658,9186
659,7730
660,21061
661,47490
662,68871
663,47547
664,64705
665,24645
666,23082
667,39778
668,45672
669,45064
670,12264
671,8336
672,35801
673,55703
674,9260
675,62294
676,19627
677,50700
678,38913
679,10461
680,55870
681,35536
682,29300
683,28572
684,7723
685,3747
686,71208
687,53855
688,13933
689,49293
690,56595
691,43910
692,30808
693,43115
694,26443
695,24003
696,2288
697,3017
698,54384
699,63872
700,8591
701,24187
702,45128
703,57669
704,29168
705,1816
706,48229
707,2725
708,66019
709,45000
710,59569
711,42106
712,14932
713,4163
714,45037
715,74244
716,9091
717,41904
718,44049
719,64679
720,2909
721,36852
722,9096
723,47604
724,741
725,61308
726,71981
727,27959
728,14991
729,17867
730,16393
731,69804
732,20558
733,5119
734,25856
735,61069
736,53421
737,39422
738,64514
739,18895
740,50064
741,63698
742,41049
743,72040
744,68711
745,34496
746,4055
747,18411
748,60921
749,17790
750,61611
751,11279
752,53353
753,66363
754,14480
755,7515
756,12908
757,57505
758,53225
759,19181
760,9332
761,47177
762,68727
763,63177
764,57471
765,24300
766,46183
767,65769
768,11082
769,25247
770,66223
771,7905
772,67353
773,22856
774,42912
775,23430
776,43984
777,5941
778,39101
779,45555
780,32296
781,53181
782,67602
783,17217
784,46548
785,28219
786,17921
787,68109
788,73031
789,53265
790,64004
791,35074
792,27718
793,4582
794,64656
795,19962
796,73729
797,56854
798,30881
799,49576
800,7580
801,18182
802,44829
803,50008
804,4209
805,22166
806,21741
807,39842
808,6021
809,6497
810,8647
811,46505
812,5505
813,52291
814,39629
815,6963
816,34683
817,5808
818,5576
819,24947
820,72376
821,49197
822,20920
823,10683
824,47225
825,60902
826,3627
827,21407
828,38469
829,44574
830,16172
831,46615
832,12027
833,22748
834,66741
835,21980
836,31141
837,27552
838,63728
839,562
840,61828
841,40173
842,56721
843,22161
844,59501
845,25142
846,52221
847,18187
848,55240
849,32927
850,19918
851,22154
852,24329
853,32892
854,48614
855,39999
856,55390
857,1101
858,58276
859,49506
860,35587
861,14928
862,16233
863,15399
864,71497
865,33968
866,65369
867,69296
868,40862
869,4053
870,70485
871,60701
872,37731
873,28374
874,6983
875,32357
876,32001
877,9488
878,42478
879,49170
880,39820
881,17870
882,35475
883,45266
884,56934
885,40676
886,16812
887,60668
888,70036
889,69391
890,28352
891,51405
892,74105
893,62151
894,56913
895,45621
896,48171
897,70581
898,30634
899,64237
900,21893
901,68348
902,70150
903,3864
904,17426
905,31719
906,24112
907,43283
908,8696
909,32720
910,62430
911,13353
912,31370
913,44891
914,32083
915,55835
916,9828
917,1999
918,52992
919,12269
920,21420
921,46060
922,13858
923,51309
924,30793
925,39715
926,18879
927,7058
928,73993
929,52721
930,28880
931,11916
932,3178
933,1145
934,41837
935,59101
936,38535
937,35341
938,9092
939,27791
940,53607
941,63918
942,57149
943,3940
944,43163
945,62711
946,17014
947,14317
948,6825
949,38251
950,34675
951,60868
952,64500
953,42608
954,35876
955,46353
956,51575
957,25049
958,68481
959,66935
960,23056
961,19885
962,7082
963,57502
964,9829
965,22608
966,74272
967,73828
968,33551
969,28550
970,4954
971,20623
972,19209
973,30094
974,53330
975,51963
976,26376
977,66419
978,63562
979,21805
980,46971
981,32064
982,26769
983,50973
984,47302
985,18433
986,33982
987,74106
988,72916
989,64460
990,10977
991,44220
992,32805
993,55611
994,5228
995,357
996,17328
997,53976
998,12488
999,66623
1000,74828
1001,10523
1002,31951
1003,30907
1004,36658
1005,24503
1006,56278
1007,72544
1008,43058
1009,29917
1010,42290
1011,33644
1012,57980
1013,54447
1014,68649
1015,74412
1016,40651
1017,22227
1018,61461
1019,23930
1020,5416
1021,69003
1022,53369
1023,58878
1024,39939
1025,31642
1026,73116
1027,40673
1028,28216
1029,18165
1030,45043
1031,9540
1032,35613
1033,70255
1034,56927
1035,70433
1036,39283
1037,46207
1038,5056
1039,64572
1040,6183
1041,6869
1042,26868
1043,72020
1044,57841
1045,50124
1046,5348
1047,31151
1048,65765
1049,42729
1050,5315
1051,69722
1052,4697
1053,36307
1054,59068
1055,64084
1056,62828
1057,59575
1058,41235
1059,67004
1060,37568
1061,63648
1062,50406
1063,60689
1064,74420
1065,39298
1066,40748
1067,63502
1068,41978
1069,28325
1070,62404
1071,43906
1072,34763
1073,22936
1074,60215
1075,49148
1076,72229
1077,37595
1078,2787
1079,2024
1080,41333
1081,27921
1082,50241
1083,38985
1084,42158
1085,19335
1086,44744
1087,68655
1088,17665
1089,35164
1090,19954
1091,12535
1092,65258
1093,42795
1094,70532
1095,49161
1096,50833
1097,60239
1098,62152
1099,7653
1100,16172
1101,71279
1102,12566
1103,8765
1104,24477
1105,49426
1106,49163
1107,50827
1108,22535
1109,13008
1110,62458
1111,50463
1112,39663
1113,39115
1114,15203
1115,60972
1116,67608
1117,66683
1118,51521
1119,24591
1120,67702
1121,50309
1122,46661
1123,20728
1124,63817
1125,12188
1126,13086
1127,30154
1128,50180
1129,62661
1130,59049
1131,50996
1132,55285
1133,18131
1134,7814
1135,39911
1136,52470
1137,17801
1138,30379
1139,4705
1140,11007
1141,42156
1142,4024
1143,440
1144,34144
1145,5224
1146,58964
1147,65497
1148,60657
1149,57355
1150,32081
1151,22515
1152,6346
1153,60191
1154,2302
1155,38988
1156,73265
1157,40840
1158,32899
1159,16465
1160,51775
1161,5870
1162,22393
1163,56759
1164,65430
1165,29967
1166,47073
1167,4746
1168,37460
1169,53139
1170,6675
1171,31048
1172,74787
1173,66276
1174,18901
1175,53730
1176,71476
1177,24426
1178,66938
1179,34377
1180,15705
1181,226
1182,64556
1183,6378
1184,69241
1185,39496
1186,24535
1187,57587
1188,39848
1189,50523
1190,27190
1191,23033
1192,33953
1193,25375
1194,12583
1195,13672
1196,20530
1197,29925
1198,5919
1199,45801
1200,71830
1201,68030
1202,73569
1203,46312
1204,24977
1205,61754
1206,64742
1207,41960
1208,5034
1209,55351
1210,11182
1211,43447
1212,9691
1213,26028
1214,30256
1215,33071
1216,17270
1217,67745
1218,16201
1219,33834
1220,47410
1221,74701
1222,65835
1223,61110
1224,14448
1225,15820
1226,40424
1227,55096
1228,16362
1229,58581
1230,14777
1231,74055
1232,45328
1233,38858
1234,61114
1235,12618
1236,42697
1237,53115
1238,10191
1239,1021
1240,34468
1241,33025
1242,46357
1243,41627
1244,55481
1245,4463
1246,70493
1247,30555
1248,28997
1249,14278
1250,56448
1251,18167
1252,20028
1253,137
1254,49133
1255,49643
1256,25787
1257,59352
1258,27070
1259,38502
1260,14583
1261,31862
1262,50421
1263,25122
1264,71312
1265,36301
1266,28433
1267,3591
1268,42421
1269,5807
1270,2576
1271,47557
1272,73242
1273,57049
1274,44777
1275,3846
1276,61431
1277,697
1278,15821
1279,52528
1280,18320
1281,64954
1282,22721
1283,27752
1284,72711
1285,24689
1286,70762
1287,38193
1288,47659
1289,37321
1290,65291
1291,28013
1292,58594
1293,27947
1294,64855
1295,7348
1296,69004
1297,35759
1298,17846
1299,2999
1300,28110
1301,34075
1302,32362
1303,70871
1304,22727
1305,39530
1306,28033
1307,16301
1308,35979
1309,1392
1310,67890
1311,7828
1312,11037
1313,48532
1314,51769
1315,4396
1316,24162
1317,66246
1318,76
1319,63261
1320,7802
1321,15823
1322,69289
1323,15073
1324,61296
1325,12151
1326,33895
1327,12968
1328,46943
1329,21790
1330,58838
1331,37380
1332,61486
1333,72268
1334,5084
1335,5604
1336,4717
1337,40423
1338,42452
1339,70962
1340,14482
1341,69848
1342,35661
1343,7987
1344,45100
1345,11726
1346,24609
1347,63657
1348,13999
1349,22594
1350,11220
1351,4001
1352,72706
1353,1725
1354,41815
1355,13877
1356,6138
1357,74854
1358,30196
1359,28816
1360,53227
1361,44125
1362,51349
1363,35627
1364,22915
1365,5566
1366,68863
1367,35685
1368,32598
1369,61518
1370,65916
1371,65817
1372,36061
1373,20110
1374,71013
1375,21844
1376,45308
1377,33088
1378,60557
1379,70115
1380,36308
1381,11045
1382,73823
1383,15403
1384,7097
1385,44591
1386,45837
1387,48688
1388,16342
1389,45639
1390,19912
